"Analysis ID","Analysis name","Strata ID","Strata name","Target cohort ID","Target cohort name","Comparator cohort ID","Comparator cohort name","Covariate ID","Covariate name","Covariate short name","Target count","Target percent","Comparator count","Comparator percent","Std. Diff Of Mean"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1503297409","drug_era group any time prior through 0 days relative to index: Metformin"," Metformin","117","58.2089552238806","0","0","1.6690"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","19077884409","drug_era group any time prior through 0 days relative to index: Sodium Acetate"," Sodium Acetate","4","1.9900497512437811","0","0","0.2015"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21602341409","drug_era group any time prior through 0 days relative to index: Other dermatologicals"," Other dermatologicals","16","7.960199004975125","0","0","0.4159"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21600046409","drug_era group any time prior through 0 days relative to index: DRUGS FOR ACID RELATED DISORDERS"," DRUGS FOR ACID RELATED DISORDERS","153","76.11940298507463","0","0","2.5249"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21604565409","drug_era group any time prior through 0 days relative to index: Benzodiazepine derivatives"," Benzodiazepine derivatives","81","40.298507462686565","0","0","1.1619"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","1310756409","drug_era group any time prior through 0 days relative to index: moexipril"," moexipril","6","2.9850746268656714","0","0","0.2481"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21602229409","drug_era group any time prior through 0 days relative to index: Quaternary ammonium compounds"," Quaternary ammonium compounds","3","1.4925373134328357","0","0","0.1741"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","955583409","drug_era group any time prior through 0 days relative to index: Fluorometholone"," Fluorometholone","5","2.4875621890547266","0","0","0.2259"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","21601770409","drug_era group any time prior through 0 days relative to index: Benzothiazepine derivatives"," Benzothiazepine derivatives","103","51.243781094527364","0","0","1.4498"
"15","DrugGroupEraAnyTimePrior","0","All stratas","1770328","Graham replication:  warfarin new users with prior atrial fibrillation","1770327","Graham replication:  dabigatran new users with prior atrial fibrillation","929887409","drug_era group any time prior through 0 days relative to index: lansoprazole"," lansoprazole","50","24.875621890547265","0","0","0.8138"
